naam,latitude,longitude,provincie,honden_toegestaan,stroom,waterfront,aantal_plekken,prijs,website,telefoon,openingstijden,afbeelding
Camping Bloemendaal,52.402883,4.5592607,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingbloemendaal.nl,+31 23 5732178,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurcamping Zeeweg 71,52.3993816,4.5980064,North Holland,Onbekend,Nee,Nee,75,Onbekend,https://zeeweg71.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Otterberg,52.7994031,6.5213854,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://otterberg.nl,+31 593 562 362,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Maereheerd,53.3985447,6.4867377,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingmaereheerd.nl,+31 595 528 493;+31 6 23102501,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Maarlandhoeve,53.3988133,6.6737909,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingmaarlandhoeve.nl,+31 595 433 473,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Onderdendam,53.3377222,6.5842714,Groningen,Onbekend,Ja,Nee,Onbekend,Betaald,https://jachthavenonderdendam.nl/,+31 50 304 9187;+31 6 30868874,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Vakantiepark Drentse Weelde,52.9116053,6.3881073,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.drentse-weelde.nl/,+31 85 114 0000,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Hindeloopen,52.9346917,5.4092199,Friesland,Nee,Ja,Nee,Onbekend,Onbekend,https://www.campinghindeloopen.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Wijte,52.1716789,6.2430598,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.dewijte.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Stochemhoeve,52.1422209,4.4944263,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Boerderijcamping Dorpzicht,51.7022023,3.8171185,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Strandcamping Valkenisse,51.4904247,3.5088012,Zeeland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.campingvalkenisse.nl/,+31 118 561 314,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camperplaats Bemmel,51.8895706,5.9098861,Gelderland,Onbekend,Nee,Nee,10,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Osebos,50.8082191,5.8690946,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.osebos.nl,+31 43 450 1611,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Aqua Centrum Bremerbergse Hoek,52.4151728,5.7380445,Gelderland,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.aquacentrum.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Het Koningsdiep,53.0703349,6.1350857,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campinghetkoningsdiep.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
NTKC Roggebot,52.5515201,5.816211,Flevoland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.kampeerclub.nl/terrein/kampeerterrein-roggebot,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Groot Grobbenhorst,52.3935921,5.7804778,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.grobbenhorst.nl,+31 341 252 941,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
"Camping/Jachthaven ""de Oude Pol""",52.3906003,5.7275136,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.deoudepol.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Polsmaten,52.394256,5.7364283,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingpolsmaten.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naturistenterrein De Birk,52.1543397,5.3300512,Utrecht,Onbekend,Nee,Nee,Onbekend,Onbekend,https://debirk.nl/,+31 33 465 5044,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping De Appelhof,53.1091048,6.6765647,Drenthe,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.campingdeappelhof.nl,+31 6 18 75 75 31,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Meerpaal,51.4965356,3.5035425,Zeeland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.vakantieparkdemeerpaal.nl/nl/,+31 118 561 300,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping Kippenburg,52.8733133,5.5433727,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 514 571 318,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Het Groene Bos,52.3402183,5.5062612,Flevoland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hetgroenebos.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Parel,52.333844,5.4893274,Flevoland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdeparel.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Liede,52.3777173,4.6762543,North Holland,Onbekend,Nee,Nee,Onbekend,Betaald,https://campingdeliede.nl/,+31 23 535 8666,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Groninger,52.8581789,5.6002801,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdegroninger.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Kijfakker,51.8717638,5.2615586,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.kijfakker.nl/,+31 345 651 203,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Middelpolle,53.4523039,5.7549993,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Vrijheidshoeve,53.1349004,6.2641263,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,,+31 594 641 438,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini-camping De Eshoeve,53.0760479,6.3912568,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.eshoeve.com/,+31 592 656 429,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Arendshof-Camping,52.6484912,6.7732182,Drenthe,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.arendshof-camping.de,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Maasterras,51.2308366,6.013212,Limburg,Onbekend,Nee,Nee,200,Onbekend,https://campingmaasterrasroermond.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Reitdiep,53.3283344,6.4249149,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingreitdiep.nl/,+31 6 50970903,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
't Hinkel,52.3135843,6.0125656,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hinkel.nl,+31 578 661 190,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Ganzenemmer,52.288572,5.9968801,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Flintertún,53.2156847,6.0540259,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.flintertun.nl/,,Apr 1 - Nov 1,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Simmerwille,53.2547924,6.0606158,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Bouwte,53.1863171,6.9917723,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.wellnessparkdebouwte.nl,+31 597 591 706,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping,53.1928764,7.0075594,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping Heide,51.5123203,5.9457987,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://minicampingheide.nl,+31 478 585 031,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Erkemederstrand,52.2687723,5.4923633,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.erkemederstrand.nl/nl/kamperen-met-hond-aan-het-water,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping It 'Kruswetter',53.1370368,5.6454261,Friesland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.it-kruswetter.nl,+31 517 341 040,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurcamping Eelerberg,52.4198428,6.4204811,Overijssel,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.eelerberg.nl/home-eelerberg,+31 6 51340919,Apr 1 - Sep 30,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Karnemelkplaats,52.8503103,4.7037503,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.karnemelkplaats.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
RCN Zeewolde,52.3118905,5.5429655,Flevoland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://rcn.nl,+31 36 522 1246,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Dasselaar,52.3022722,5.5262333,Flevoland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.logerenbijdeboswachter.nl/kamperen/dasselaar,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Groepskampeerterrein De Banken,52.3073909,5.5386841,Flevoland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.logerenbijdeboswachter.nl/groepskampeerterreinen/de-banken,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
"N.C.C. ""De Distel""",52.3036728,5.5322576,Flevoland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.ncc.nl/terreinen/zeewolde-de-distel/,+31 36 522 1575,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Leeuwenborg,53.2223563,6.9542241,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.deleeuwenborg.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
't Geuldal,50.8735515,5.7713891,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.camping-geuldal.nl/,+31 43 604 0437,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Mareveld,50.9080094,5.8322806,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingmareveld.nl,+31 45 404 1269,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
de Grote Altena,51.8763167,5.804533,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://campingdegrotealtena.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Hooge Brug,51.8964218,5.7871112,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Lakens,52.4091518,4.5567616,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdelakens.com/,+31 23 541 1570,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping de Grebbelinie,52.0840485,5.5534835,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingdegrebbelinie.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Lauwersmeerplezier,53.4054533,6.2002219,Friesland,Onbekend,Nee,Nee,Onbekend,21 EUR,https://www.chaletverhuurlauwersoog.nl/33999865.html,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping 't Meulenbrugge,52.1059948,6.3539915,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.meulenbrugge-vorden.nl/,+31 575 556 612,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Veld 12,51.9285738,4.1387877,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Veld 11,51.928571,4.1375402,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Veld 10,51.9284803,4.1353154,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Hoeve Kroep An,52.1112235,6.3543551,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hoevekroepan.nl/,+31 575 556 960,Mar 15 - Nov 1,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Groote Keijns,52.8105246,4.7854626,North Holland,Onbekend,Ja,Nee,Onbekend,Betaald,https://grootekeijns.nl/,+31 6 44695079,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Rondeweibos,51.8539265,4.0805327,South Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Kampeervereniging De Leek,52.4493781,4.9961736,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.deleek.nl/site/,,Apr-Oct,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Molecaten Parc Flevostrand,52.3820562,5.6249269,Gelderland,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.molecaten.nl/flevostrand,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Molecaten Parc Flevostrand Strandcampingplaats,52.3831311,5.629672,Gelderland,Onbekend,Ja,Ja,Onbekend,Betaald,https://www.molecaten.nl/flevostrand,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Madrid,52.5060278,6.3185727,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.expomadrid.nl/index.php/camping,+31 529 458 585,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
het Tolhuis,52.5026699,6.3206701,Overijssel,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.vechtdalcampingtolhuis.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Voor Anker,52.5943966,5.0192144,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
MarinaPark Bad Markermeer,52.592964,5.0206691,North Holland,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.campingdeeenhoorn.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Molecaten - De Leemcule,52.4558727,6.0382399,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
EuroParcs Gulperberg,50.8087821,5.897289,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.europarcs.nl/vakantieparken/nederland/limburg/gulperberg,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Landgoed De Barendonk,51.7075758,5.8116696,North Brabant,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.barendonk.nl,+31 485 321 551,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Huttopia De Meinweg,51.1610627,6.0882015,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.oostappenvakantieparken.nl/boschbeek,+31 493 326 977,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Het Goeie Leven,51.6041496,5.4887145,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.hetgoeieleven.nl/,+31 413 310 171,Mar 31 - Oct 1,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Aquacamping De Rakken,52.9478506,5.6270812,Friesland,Onbekend,Ja,Nee,Onbekend,31.50 EUR,https://www.derakken.nl,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Bie Diek,53.3941408,6.3726151,Groningen,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.biediek.nl/,+31 595 572 837,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Camping Biej de Vogel,51.121555,5.9696135,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.campingbiejdevogel.nl,+31 6 30500775;+31 6 51891761,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Het Bos Roept,52.8992213,5.0196351,North Holland,Onbekend,Ja,Nee,Onbekend,Onbekend,https://www.hetbosroept.nl/nl/home/,+31 6 42708416,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Het Veerse Gat,51.5529037,3.6449062,Zeeland,Onbekend,Nee,Nee,67,Onbekend,https://www.natuurkampeerterreinen.nl/terreinen/zeeland/het-veerse-gat/,,24/7,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Landgoed De Hoevens,51.4852976,4.9908101,North Brabant,Onbekend,Nee,Nee,Onbekend,Betaald,https://dehoevens.nl/,+31 6 53266307,Nov-Mar off,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naturistencamping De Ammoniet,51.7805826,4.6617071,South Holland,Onbekend,Nee,Nee,25,Betaald,https://goedaf.nl,+31 78 617 5337,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Natuurkampeerterrein Jena,51.9942633,6.2554248,Gelderland,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.camping-jena.nl,+31 314 381457,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Naturistenvereniging De Peelrand,51.7002741,5.6423578,North Brabant,Onbekend,Nee,Nee,Onbekend,Betaald,https://www.peelrand.org/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Bij Groen Geluk,52.0183348,4.8294404,Utrecht,Onbekend,Nee,Nee,Onbekend,Onbekend,https://bijgroengeluk.nl/,+31 348 563 233,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Wilgenborgh,52.2369468,4.9063327,Utrecht,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.haagselichtbond.nl,+31 297 264 431,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Minicamping de Vuurtoren,51.5312305,3.448722,Zeeland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.minicampingdevuurtoren.nl/,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Mini-Camping Broedershoek,51.4769034,3.5577593,Zeeland,Onbekend,Ja,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
De Krosselt,51.4002565,6.1750298,Limburg,Onbekend,Nee,Nee,Onbekend,Onbekend,https://dekrosselt.nl,+31 6 29525045,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Strandcamping Groede,51.3942311,3.4869251,Zeeland,Onbekend,Ja,Nee,Onbekend,Betaald,https://www.strandcampinggroede.nl,+31 117 371 384,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Winkeloord,52.253176,4.9537892,North Holland,Onbekend,Nee,Nee,Onbekend,Onbekend,http://www.CampingWinkeloord.nl,+31 294 281 426,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Rozephoeve,51.5590404,5.2385195,North Brabant,Onbekend,Nee,Nee,Onbekend,Onbekend,,,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
Oostermaet,52.2906805,6.3077578,Gelderland,Onbekend,Nee,Nee,Onbekend,Onbekend,https://www.natuurkampeerterreinen.nl/terreinen/overijssel/oostermaet-groepskamperen,+31 570 551 691,Onbekend,https://images.unsplash.com/photo-1523987355523-c7b5b0dd90a7?auto=format&fit=crop&w=300&q=80
